RSS 5G,RSS 4G,Ad 5G,Ad 4G,Humidity
-73.9975,-54.3656,7.65435,1.5486,22
-74.2593,-54.4198,7.91613,1.60271,22
-74.3523,-54.437,8.00914,1.61991,24
-74.5214,-54.4733,8.17821,1.65629,24
-74.4556,-54.4611,8.11248,1.64409,24
-74.4676,-54.4633,8.12442,1.6463,26
-74.7589,-54.5219,8.41571,1.70481,27
-74.7948,-54.5305,8.45164,1.71351,29
-75.1072,-54.5924,8.76404,1.77533,30
-75.2103,-54.6133,8.86709,1.79623,31
-75.2834,-54.6285,8.94023,1.81149,30
-75.1268,-54.5978,8.78364,1.78071,30
-75.1332,-54.5989,8.79005,1.78191,30
-75.018,-54.5775,8.67483,1.76042,30
-74.9669,-54.5679,8.62374,1.75088,31
-75.0379,-54.5827,8.6947,1.76569,32
-75.0788,-54.5919,8.73569,1.77482,33
-75.3058,-54.6357,8.96264,1.8187,33
-75.5233,-54.6762,9.18017,1.8592,33
-75.5233,-54.6762,9.18017,1.8592,33
-75.5564,-54.6824,9.21325,1.86533,33
-75.5233,-54.6762,9.18017,1.8592,33
-75.4705,-54.6664,9.12731,1.84938,34
-75.546,-54.6819,9.20282,1.86487,33
-75.4375,-54.6603,9.09431,1.84324,32
-75.3132,-54.6357,8.97005,1.81861,30
-75.2103,-54.6133,8.86709,1.79623,27
-74.9191,-54.5536,8.57594,1.7366,24
-74.5034,-54.47,8.16027,1.65296,22
-74.3232,-54.4316,7.98004,1.61454,21
-74.1523,-54.3972,7.80916,1.58016,20
-74.1438,-54.3926,7.80063,1.57556,19
-74.0007,-54.363,7.65752,1.54596,18
-73.9028,-54.3415,7.55965,1.52444,17
-73.7611,-54.3117,7.41793,1.49465,16
-73.629,-54.2834,7.2858,1.46634,15
-73.4178,-54.2405,7.07466,1.42341,15
-73.3266,-54.2239,6.98348,1.40684,15
-73.2308,-54.2064,6.88764,1.38936,15
-73.0953,-54.1815,6.75214,1.36451,14
-72.82,-54.1267,6.47688,1.30962,12
-72.2959,-54.0211,5.95272,1.20402,12
-72.3411,-54.0294,5.99798,1.21235,11
-72.1827,-53.9952,5.83956,1.17817,11
-72.2398,-54.0056,5.89663,1.18859,10
-72.1035,-53.9749,5.76037,1.15789,10
-72.2101,-53.9941,5.86694,1.17707,9
-71.9485,-53.9402,5.60537,1.12317,8
-71.6203,-53.874,5.27712,1.05697,9
-71.9158,-53.9344,5.57266,1.11732,9
-71.8628,-53.9249,5.51964,1.10782,9
-71.8506,-53.9227,5.50743,1.10562,9
-71.9117,-53.9336,5.56857,1.11659,9
-71.8465,-53.9219,5.50337,1.10489,9
-71.7897,-53.9117,5.44653,1.09466,9
-71.7937,-53.9124,5.45058,1.09539,8
-71.408,-53.8359,5.06488,1.01886,9
-71.5963,-53.8766,5.25314,1.05958,9
-71.6887,-53.8934,5.34552,1.07639,9
-71.7129,-53.8978,5.36971,1.08077,9
-71.6565,-53.8876,5.31333,1.07054,9
-71.6766,-53.8912,5.33344,1.07419,10
-71.9892,-53.9542,5.64601,1.13718,10
-72.0145,-53.9588,5.67136,1.14178,10
-72.0993,-53.9742,5.75612,1.15712,11
-72.3545,-54.0265,6.01129,1.20942,11
-72.3103,-54.0184,5.96711,1.20141,11
-72.2618,-54.0096,5.91862,1.19259,13
-72.6607,-54.0929,6.31753,1.27583,14
-72.8394,-54.1302,6.49627,1.31319,14
-72.8783,-54.1374,6.53511,1.32034,14
-72.961,-54.1526,6.61788,1.33551,14
-72.9367,-54.1481,6.5935,1.33105,14
-72.8443,-54.1311,6.50112,1.31409,13
-72.5667,-54.0756,6.22355,1.25855,12
-72.473,-54.0536,6.12982,1.23652,12
-72.5461,-54.0669,6.20294,1.24985,13
-72.7504,-54.1093,6.40721,1.29224,14
-73.0343,-54.1659,6.69117,1.34891,15
-73.2258,-54.2055,6.88261,1.38844,17
-73.4016,-54.2457,7.0584,1.42863,17
-73.3858,-54.2428,7.04266,1.42572,16
-73.1798,-54.2011,6.83667,1.38402,15
-72.9308,-54.1512,6.58762,1.33414,16
-73.1747,-54.2001,6.83156,1.38307,18
-73.6216,-54.2898,7.27842,1.47275,17
-73.4068,-54.2466,7.06365,1.4296,20
-73.8799,-54.3439,7.53678,1.52684,21
-74.1238,-54.3919,7.7806,1.57488,20
-74.0256,-54.3708,7.68242,1.55379,17
-73.623,-54.2864,7.27984,1.4694,19
-73.9067,-54.3457,7.56356,1.52869,24
-74.5633,-54.4811,8.22011,1.66406,22
-74.3174,-54.4305,7.97422,1.61346,21
-74.0554,-54.3792,7.71219,1.5622,22
-74.1146,-54.3929,7.77141,1.57584,21
-73.9417,-54.3581,7.59854,1.54108,20
-74.0143,-54.3688,7.67119,1.55171,17
-73.5701,-54.2767,7.22693,1.4597,15
-76.1539,-54.7966,9.81073,1.97953,13
-72.8737,-54.1317,6.53056,1.31471,12
-72.6932,-54.0936,6.35,1.27652,12
-72.6839,-54.0919,6.34077,1.27486,11
-72.3633,-54.0281,6.02014,1.21102,11
-72.3545,-54.0265,6.01129,1.20942,11
-72.2398,-54.0056,5.89663,1.18859,11
-72.2442,-54.0064,5.90103,1.18939,10
-71.9976,-53.9558,5.65446,1.13871,10
-72.0357,-53.9627,5.69251,1.14561,10
-72.1333,-53.9803,5.79014,1.16326,10
-72.1887,-53.9903,5.84557,1.17323,10
-72.2787,-54.0064,5.93549,1.18934,10
-72.1973,-53.9918,5.85411,1.17476,10
-72.1845,-53.9895,5.8413,1.17246,9
-71.8791,-53.9278,5.53594,1.11074,9
-71.814,-53.9161,5.47086,1.09904,10
-71.9723,-53.9511,5.62914,1.13411,10
-72.023,-53.9604,5.67982,1.14331,10
-72.0399,-53.9634,5.69675,1.14638,9
-71.7008,-53.8956,5.35761,1.07858,9
-71.733,-53.9015,5.38989,1.08443,9
-71.729,-53.9007,5.38585,1.08369,9
-71.6726,-53.8905,5.32942,1.07346,9
-71.6123,-53.8795,5.26917,1.0625,9
-71.6927,-53.8942,5.34955,1.07712,9
-71.7411,-53.9029,5.39797,1.08589,9
-71.7735,-53.9088,5.43032,1.09174,9
-71.7816,-53.9102,5.43842,1.0932,10
-72.1759,-53.988,5.83276,1.17093,9
-71.9363,-53.938,5.5931,1.12098,9
-71.875,-53.9271,5.53186,1.11001,8
-71.5698,-53.865,5.22668,1.04796,8
-71.6436,-53.8782,5.30046,1.06113,8
-71.566,-53.8643,5.22281,1.04727,8
-71.5119,-53.8546,5.16869,1.03757,9
-71.8506,-53.9227,5.50743,1.10562,10
-72.1078,-53.9757,5.76462,1.15865,10
-72.0188,-53.9596,5.67559,1.14255,11
-72.231,-54.004,5.88784,1.18699,11
-72.1871,-53.996,5.84394,1.17898,12
-72.3276,-54.0269,5.98439,1.20985,14
-72.7813,-54.1195,6.43814,1.30248,15
-72.9955,-54.1631,6.65229,1.34611,15
-73.1504,-54.1917,6.80725,1.37463,16
-73.3801,-54.238,7.03695,1.42091,16
-73.3956,-54.2408,7.05242,1.42375,17
-73.5226,-54.268,7.17942,1.45096,16
-73.2772,-54.219,6.93403,1.40199,17
-73.4016,-54.2457,7.0584,1.42863,16
-73.1696,-54.1992,6.82645,1.38212,16
-73.2515,-54.2143,6.90837,1.39726,16
-73.4007,-54.2417,7.05758,1.4247,17
-73.6177,-54.2855,7.27454,1.46843,18
-73.7024,-54.3047,7.35922,1.48766,17
-73.6495,-54.2913,7.30633,1.47426,14
-72.9415,-54.149,6.59838,1.33194,14
-72.8491,-54.132,6.50597,1.31498,14
-72.8443,-54.1311,6.50112,1.31409,14
-72.791,-54.1213,6.44781,1.30427,14
-72.704,-54.1052,6.36086,1.2882,14
-72.6896,-54.1026,6.3464,1.28552,14
-72.7813,-54.1195,6.43814,1.30248,15
-72.9905,-54.1622,6.64731,1.34519,16
-73.308,-54.2247,6.96486,1.40767,16
-73.3698,-54.2361,7.02664,1.41902,17
-73.586,-54.2796,7.24279,1.46261,15
-73.2207,-54.2046,6.87757,1.38751,13
-72.8928,-54.1352,6.54961,1.31816,12
-72.5553,-54.0686,6.21209,1.25152,13
-72.8214,-54.1222,6.47828,1.3052,14
-73.1669,-54.1901,6.82373,1.37302,14
-73.1324,-54.1838,6.78928,1.36677,14
-73.1324,-54.1838,6.78928,1.36677,12
-72.7116,-54.0969,6.36846,1.27986,11
-72.3456,-54.0249,6.00245,1.20782,11
-72.3677,-54.0289,6.02457,1.21182,10
-71.985,-53.9535,5.64179,1.13641,10
-71.9976,-53.9558,5.65446,1.13871,10
-72.112,-53.9765,5.76887,1.15942,10
-72.1205,-53.978,5.77738,1.16095,9
-71.8547,-53.9234,5.5115,1.10636,9
-71.8628,-53.9249,5.51964,1.10782,9
-71.7492,-53.9044,5.40605,1.08735,9
-71.6204,-53.881,5.27719,1.06396,9
-71.7129,-53.8978,5.36971,1.08077,8
-71.3049,-53.8172,4.96177,1.00016,8
-71.4349,-53.8408,5.09172,1.02371,8
-71.5119,-53.8546,5.16869,1.03757,8
-71.5428,-53.8602,5.19959,1.04311,8
-71.4964,-53.8518,5.15327,1.0348,8
-71.4849,-53.8498,5.14171,1.03272,8
-71.4042,-53.8352,5.06105,1.01817,8
-71.3965,-53.8338,5.05339,1.01678,8
-71.5003,-53.8525,5.15712,1.03549,8
-71.5737,-53.8657,5.23055,1.04865,8
-71.6826,-53.8851,5.33944,1.06806,8
-71.6748,-53.8837,5.33164,1.06667,8
-71.6009,-53.8705,5.2577,1.0535,8
-71.5698,-53.865,5.22668,1.04796,9
-71.7775,-53.9095,5.43437,1.09247,9
-71.7694,-53.908,5.42628,1.091,10
-72.0145,-53.9588,5.67136,1.14178,10
-72.0188,-53.9596,5.67559,1.14255,11
-72.1258,-53.9848,5.78266,1.16776,11
-72.1564,-53.9904,5.81328,1.17337,11
-72.174,-53.9936,5.8308,1.17657,11
-72.1477,-53.9888,5.80453,1.17177,12
-72.4183,-54.0436,6.07516,1.22652,13
-72.6372,-54.0885,6.294,1.27151,13
-72.5386,-54.0704,6.19543,1.25337,13
-72.4265,-54.0497,6.08334,1.23264,14
-72.7378,-54.1115,6.39464,1.29445,14
-72.8055,-54.124,6.46234,1.30694,14
-72.9659,-54.1534,6.62276,1.33641,15
-73.3165,-54.222,6.97337,1.405,14
-73.2113,-54.1981,6.8681,1.38106,15
-73.3418,-54.2266,6.99865,1.4096,16
-73.5561,-54.2701,7.21294,1.45309,18
-73.8431,-54.3305,7.49989,1.5135,17
-73.6707,-54.2952,7.32755,1.47814,17
-73.7026,-54.301,7.35941,1.48397,19
-74.0062,-54.364,7.66306,1.54698,19
-73.962,-54.3559,7.61879,1.53885,19
-73.9564,-54.3549,7.61326,1.53783,18
-73.8051,-54.3236,7.46194,1.50654,18
-73.6593,-54.2967,7.31609,1.47971,18
-73.7564,-54.3146,7.41323,1.4976,18
-73.7726,-54.3176,7.42946,1.50058,17
-73.6283,-54.2874,7.28513,1.47037,15
-73.1604,-54.1935,6.81728,1.37647,15
-73.2409,-54.2082,6.89771,1.3912,15
-73.1304,-54.188,6.78719,1.37095,16
-73.231,-54.2105,6.88786,1.39348,20
-73.8911,-54.3459,7.54795,1.52891,20
-74.0087,-54.3677,7.66557,1.55068,19
-73.7746,-54.3213,7.43148,1.50431,19
-73.8792,-54.3406,7.53599,1.52361,19
-73.8461,-54.3346,7.50294,1.51751,19
-73.7582,-54.3183,7.41502,1.50126,20
-73.8409,-54.3366,7.4977,1.51958,20
-73.9807,-54.3625,7.63752,1.54549,22
-74.2477,-54.4176,7.90453,1.60056,22
-74.3116,-54.4294,7.96841,1.61239,24
-74.5453,-54.4778,8.20215,1.66073,27
-74.7948,-54.5305,8.45164,1.71351,28
-74.9245,-54.5566,8.5813,1.73953,30
-75.0691,-54.587,8.72599,1.76997,30
-75.1204,-54.5966,8.77723,1.77952,28
-75.0377,-54.5776,8.69451,1.76057,26
-74.8573,-54.5401,8.51415,1.72306,26
-74.845,-54.5378,8.50183,1.72078,25
-74.6551,-54.5004,8.31197,1.68339,25
-74.6248,-54.4948,8.28165,1.67777,25
-74.6673,-54.5027,8.32411,1.68564,25
-74.6248,-54.4948,8.28165,1.67777,24
-74.4915,-54.4678,8.14831,1.65074,23
-74.5473,-54.4756,8.20411,1.65858,22
-74.3058,-54.4284,7.9626,1.61131,21
-74.1123,-54.3898,7.76919,1.57277,20
-74.1212,-54.3885,7.77807,1.57141,18
-73.7834,-54.3196,7.44028,1.50257,19
-73.9122,-54.3467,7.56908,1.5297,19
-74.0672,-54.3752,7.72405,1.55815,19
-74.0284,-54.3681,7.68522,1.55104,19
-73.9122,-54.3467,7.56908,1.5297,20
-74.0312,-54.3719,7.68803,1.55483,21
-77.3931,-55.0548,11.05,2.23775,28
-74.8805,-54.5484,8.53738,1.73136,34
-75.4198,-54.6584,9.0766,1.84136,34
-75.5726,-54.6869,9.22945,1.86982,36
-75.5738,-54.6898,9.23063,1.87274,37
-75.6405,-54.7035,9.29735,1.88644,39
-75.6857,-54.7143,9.34255,1.89722,46
-76.0096,-54.7823,9.6664,1.96526,52
-76.3738,-54.857,10.0307,2.03999,58
-76.8552,-54.9549,10.512,2.13784,60
-77.0652,-54.9972,10.722,2.18017,62
-77.2032,-55.0262,10.86,2.20917,63
-77.3936,-55.0637,11.0504,2.24663,65
-77.5551,-55.0975,11.212,2.28048,61
-77.3972,-55.0611,11.0541,2.24404,59
-77.2308,-55.0268,10.8876,2.20975,58
-77.3351,-55.0448,10.9919,2.22772,62
-77.7062,-55.1205,11.363,2.30347,66
-77.9764,-55.1785,11.6333,2.3615,69
-78.2075,-55.2281,11.8643,2.41106,72
-78.5197,-55.2936,12.1765,2.47654,71
-78.2174,-55.2343,11.8742,2.41723,68
-77.9411,-55.1759,11.598,2.35886,67
-77.7659,-55.1409,11.4228,2.32388,70
-78.181,-55.2253,11.8379,2.40823,71
-78.3995,-55.2686,12.0564,2.4516,69
-78.2245,-55.2313,11.8814,2.41427,69
-78.0969,-55.2073,11.7537,2.39025,69
-78.2501,-55.2361,11.9069,2.41907,69
-78.2672,-55.2393,11.924,2.42227,69
-78.3354,-55.2521,11.9923,2.43508,68
-78.2363,-55.2314,11.8931,2.41431,67
-78.1667,-55.2162,11.8235,2.39916,67
-78.0327,-55.1911,11.6896,2.37406,68
-78.1855,-55.2218,11.8424,2.40481,65
-77.7678,-55.1375,11.4246,2.32046,64
-77.5574,-55.0962,11.2143,2.27915,63
-77.3775,-55.0607,11.0344,2.24361,64
-77.6873,-55.1206,11.3442,2.30353,64
-77.6954,-55.1221,11.3523,2.30506,66
-77.9184,-55.1677,11.5753,2.35063,66
-78.076,-55.1972,11.7329,2.38014,70
-78.7246,-55.3272,12.3814,2.5102,71
-78.8358,-55.3505,12.4927,2.53344,69
-78.2757,-55.2409,11.9325,2.42387,65
-77.9402,-55.1698,11.5971,2.35276,63
-77.5946,-55.1014,11.2515,2.28438,62
-77.434,-55.0696,11.0909,2.25257,60
-77.269,-55.0355,10.9258,2.21844,59
-77.2542,-55.0312,10.911,2.21414,58
-77.2107,-55.0216,10.8676,2.20452,56
-77.1853,-55.0139,10.8421,2.19687,57
-77.1854,-55.0154,10.8422,2.19832,57
-77.1931,-55.0168,10.8499,2.19976,56
-77.0474,-54.9882,10.7042,2.17116,51
-76.5838,-54.8953,10.2407,2.07826,49
-76.4453,-54.8671,10.1021,2.0501,46
-76.303,-54.8373,9.95981,2.02022,44
-75.9875,-54.7761,9.64432,1.95908,42
-75.9698,-54.7707,9.6266,1.95366,39
-75.6789,-54.713,9.3357,1.89594,39
-75.5352,-54.686,9.19206,1.86899,35
-75.2185,-54.622,8.8753,1.80492,35
-75.3513,-54.6469,9.00816,1.82987,33
-75.3255,-54.6394,8.98236,1.82238,30
-75.1268,-54.5978,8.78364,1.78071,29
-75.19,-54.6077,8.84685,1.79069,27
-74.9378,-54.5571,8.59463,1.74007,25
-74.7584,-54.5196,8.41529,1.70253,25
-74.6794,-54.5049,8.33625,1.6879,24
-74.6713,-54.5011,8.32814,1.68403,22
-74.2419,-54.4165,7.89872,1.59948,17
-73.5701,-54.2767,7.22693,1.4597,16
-73.4266,-54.2465,7.08341,1.42943,15
-73.256,-54.211,6.91282,1.39396,15
-73.1354,-54.1889,6.79221,1.37187,16
-73.3234,-54.2275,6.98029,1.41051,16
-73.4266,-54.2465,7.08341,1.42943,16
-73.2875,-54.2209,6.9443,1.40388,15
-73.1655,-54.1944,6.8223,1.37739,15
-73.3014,-54.2193,6.95822,1.40224,19
-74.1228,-54.3854,7.77963,1.56831,28
-75.2273,-54.6127,8.8841,1.79562,31
-75.6093,-54.6888,9.26609,1.87177,32
-75.5295,-54.6758,9.18631,1.85876,30
-75.2875,-54.6276,8.94431,1.81056,28
-75.1134,-54.5916,8.77021,1.77459,29
-75.2411,-54.6172,8.89792,1.80014,33
-75.563,-54.6836,9.21987,1.86656,35
-75.854,-54.7405,9.51088,1.92343,39
-76.0716,-54.7862,9.72843,1.96912,42
-76.1663,-54.8073,9.82314,1.9903,46
-76.3605,-54.848,10.0173,2.03095,46
-76.2958,-54.8359,9.95263,2.01888,48
-76.2113,-54.8222,9.86813,2.00519,51
-76.4879,-54.8773,10.1447,2.0603,51
-76.4731,-54.8746,10.13,2.05754,51
-76.5026,-54.8801,10.1595,2.06306,48
-76.3271,-54.8439,9.98394,2.0269,47
-76.2753,-54.8332,9.93216,2.01613,48
-76.3054,-54.8399,9.9622,2.02283,48
-76.3199,-54.8426,9.97669,2.02554,49
-76.3869,-54.8562,10.0438,2.03918,50
-76.4918,-54.877,10.1487,2.05992,48
-76.3343,-54.8453,9.99119,2.02825,48
-76.3489,-54.848,10.0057,2.03097,48
-76.4578,-54.8684,10.1146,2.05132,46
-76.2886,-54.8346,9.94544,2.01754,46
-76.3893,-54.8533,10.0461,2.03631,45
-76.5743,-54.8865,10.2312,2.0695,43
-76.4462,-54.8604,10.103,2.04339,42
-76.2367,-54.8204,9.89359,2.00339,41
-76.0359,-54.7819,9.69277,1.96489,42
-75.9208,-54.7615,9.57762,1.9445,42
-75.9138,-54.7602,9.57063,1.94319,43
-76.0143,-54.7801,9.67111,1.96306,42
-75.8789,-54.7537,9.53569,1.93665,44
-76.2,-54.8159,9.85685,1.99883,44
-76.2071,-54.8172,9.86396,2.00015,43
-76.1341,-54.8025,9.79098,1.98544,40
-75.9194,-54.7591,9.57626,1.94203,40
-75.9194,-54.7591,9.57626,1.94203,37
-75.5457,-54.6858,9.20256,1.86871,36
-75.6479,-54.7036,9.30476,1.88656,35
-75.4313,-54.6619,9.08811,1.84483,35
-75.4513,-54.6656,9.10813,1.84858,32
-75.2479,-54.6235,8.90479,1.80645,30
-75.0948,-54.5918,8.7516,1.77475,30
-75.0052,-54.5751,8.66205,1.75804,29
-74.9802,-54.5687,8.63705,1.75171,27
-74.7948,-54.5305,8.45164,1.71351,26
-74.882,-54.5447,8.53881,1.72762,25
-74.9294,-54.5511,8.58623,1.73404,28
-75.2526,-54.6173,8.90946,1.8003,35
-75.7933,-54.7292,9.45017,1.9122,50
-81.0619,-55.801,14.7188,2.98394,47
-91.2096,-57.8641,24.8664,5.04708,48
-76.2257,-54.8249,9.88259,2.0079,46
-75.9953,-54.7796,9.65214,1.96258,35
-75.478,-54.6706,9.13483,1.85357,33
-75.2598,-54.6271,8.91667,1.81011,35
-75.5984,-54.6931,9.25526,1.87602,35
-75.498,-54.6743,9.15488,1.85731,30
-75.114,-54.5954,8.77082,1.77833,28
-74.7367,-54.5215,8.39349,1.70449,33
-75.1812,-54.6124,8.83801,1.79538,41
-75.64,-54.7078,9.29686,1.89077,38
-75.4738,-54.6734,9.13068,1.85637,35
-75.2715,-54.6319,8.92838,1.8149,42
-75.7812,-54.7354,9.43804,1.91833,39
-75.6241,-54.7027,9.28091,1.88567,45
-75.8889,-54.7586,9.54571,1.94156,47
-76.1386,-54.8075,9.79543,1.99051,49
-76.4453,-54.8671,10.1021,2.0501,55
-87.3009,-57.0724,20.9577,4.25538,59
-77.0749,-54.9976,10.7317,2.18054,58
-77.0558,-54.9926,10.7126,2.17553,61
-77.2706,-55.0373,10.9274,2.2203,65
-77.645,-55.1144,11.3018,2.29739,60
-77.1591,-55.0149,10.816,2.19783,63
-77.5543,-55.0939,11.2112,2.27683,64
-77.5574,-55.0962,11.2143,2.27915,62
-77.3702,-55.0576,11.0271,2.2406,66
-77.7201,-55.1304,11.377,2.31337,65
-77.817,-55.1467,11.4738,2.32969,70
-78.4219,-55.2706,12.0787,2.45354,76
-79.2521,-55.4416,12.9089,2.62458,77
-79.3994,-55.4721,13.0562,2.65506,74
-78.7478,-55.3414,12.4046,2.52433,68
-77.8655,-55.1616,11.5224,2.3446,66
-77.6624,-55.1195,11.3193,2.3025,69
-78.2501,-55.2361,11.9069,2.41907,64
-77.6061,-55.1053,11.2629,2.2883,63
-77.4498,-55.0742,11.1066,2.2572,66
-77.6542,-55.118,11.311,2.30095,70
-78.1124,-55.2123,11.7693,2.39528,73
-78.2378,-55.2425,11.8947,2.42543,73
-78.4409,-55.281,12.0977,2.46395,69
-77.9442,-55.1785,11.601,2.36143,69
-77.8764,-55.1657,11.5333,2.34863,67
-77.6082,-55.1111,11.2651,2.29409,68
-77.9159,-55.1711,11.5728,2.35411,68
-77.6478,-55.1205,11.3046,2.30342,68
-77.7733,-55.1442,11.4301,2.32718,68
-77.9243,-55.1727,11.5812,2.35569,64
-77.3875,-55.0642,11.0444,2.24716,63
-77.2734,-55.041,10.9302,2.22399,69
-78.1479,-55.2169,11.8048,2.39986,72
-78.6164,-55.3118,12.2732,2.49475,74
-78.9726,-55.3838,12.6295,2.56671,72
-78.9076,-55.3664,12.5644,2.54939,66
-77.9433,-55.1723,11.6001,2.35529,62
-77.5939,-55.0996,11.2508,2.28251,58
-77.1332,-55.0071,10.79,2.19002,57
-76.9162,-54.965,10.573,2.14796,57
-76.8319,-54.9492,10.4888,2.13214,55
-76.913,-54.9618,10.5698,2.14471,46
-76.181,-54.8145,9.83788,1.99743,41
-75.9035,-54.7572,9.56034,1.94018,40
-75.8433,-54.7449,9.50011,1.92781,38
-75.7667,-54.7282,9.42349,1.91119,36
-75.5873,-54.6923,9.24409,1.87525,33
-75.4045,-54.6541,9.06134,1.8371,33
-75.365,-54.6468,9.02183,1.82974,34
-75.5393,-54.6807,9.19617,1.86364,35
-75.458,-54.6669,9.1148,1.84982,30
-74.9669,-54.5679,8.62374,1.75088,27
-74.77,-54.5259,8.42684,1.70889,25
-74.6733,-54.5038,8.33018,1.68677,22
-74.3232,-54.4316,7.98004,1.61454,23
-74.5947,-54.4844,8.25156,1.66733,25
-74.8011,-54.5274,8.45793,1.71041,27
-75.0627,-54.5802,8.7195,1.76317,25
-74.7159,-54.5117,8.3727,1.69465,25
-74.7645,-54.5207,8.42138,1.70365,25
-74.6006,-54.4903,8.25742,1.67327,24
-74.4736,-54.4645,8.13039,1.64741,20
-73.8353,-54.3356,7.49212,1.51854,20
-73.8409,-54.3366,7.4977,1.51958,21
-73.8794,-54.3465,7.53622,1.52946,19
-73.7911,-54.3244,7.44796,1.50735,17
-73.4857,-54.2612,7.14252,1.44416,16
-73.2875,-54.2209,6.9443,1.40388,17
-73.5701,-54.2767,7.22693,1.4597,17
-73.623,-54.2864,7.27984,1.4694,18
-73.7618,-54.3156,7.41864,1.49859,19
-74.0506,-54.3721,7.70741,1.5551,22
-74.4865,-54.4617,8.14338,1.64464,22
-74.329,-54.4327,7.98586,1.61561,22
-74.1839,-54.4058,7.84078,1.58874,24
-74.3484,-54.4412,8.00523,1.62412,24
-74.2356,-54.4201,7.89243,1.60304,25
-74.3473,-54.443,8.00411,1.62601,27
-74.5784,-54.4901,8.23528,1.6731,29
-74.7843,-54.5321,8.44119,1.71509,30
-74.865,-54.5488,8.52181,1.73178,30
-74.9541,-54.5655,8.61099,1.74849,31
-74.9928,-54.5743,8.64966,1.75726,33
-75.3584,-54.6456,9.01525,1.82851,34
-75.6259,-54.6968,9.28278,1.87973,34
-75.6727,-54.7054,9.3295,1.88839,34
-75.566,-54.6856,9.22279,1.86859,36
-75.7967,-54.7313,9.45351,1.91422,35
-75.6722,-54.7068,9.32906,1.88974,32
-75.2219,-54.6186,8.87872,1.80158,32
-75.261,-54.6259,8.91783,1.80888,33
-75.5101,-54.6738,9.16694,1.85674,33
-75.4573,-54.664,9.1141,1.84692,33
-75.4573,-54.664,9.1141,1.84692,32
-75.5755,-54.6843,9.23237,1.86728,32
-75.4048,-54.6527,9.06163,1.83565,33
-75.4375,-54.6603,9.09431,1.84324,34
-75.4861,-54.6708,9.14297,1.85374,36
-75.4595,-54.6684,9.11635,1.85137,40
-75.602,-54.6996,9.25884,1.88259,40
-75.7328,-54.7242,9.38962,1.90714,42
-75.7046,-54.721,9.36149,1.90394,39
-75.7131,-54.7194,9.36998,1.90236,39
-75.7475,-54.7258,9.40429,1.90878,39
-75.8299,-54.7412,9.48678,1.92418,38
-75.753,-54.7257,9.40982,1.90864,39
-75.9678,-54.7669,9.62467,1.94986,36
-75.6007,-54.6948,9.25757,1.87776,32
-75.3394,-54.6405,8.99619,1.82348,30
-75.05,-54.5834,8.70679,1.76639,28
-74.868,-54.5461,8.52484,1.72902,27
-74.6463,-54.5028,8.30312,1.6858,26
-74.6424,-54.5002,8.29921,1.68314,26
-74.6669,-54.5047,8.3237,1.6877,25
-74.5824,-54.4869,8.23926,1.66989,24
-74.4855,-54.4667,8.14234,1.64963,20
-73.9807,-54.3625,7.63752,1.54549,17
-73.4699,-54.2583,7.12673,1.44125,16
-73.2875,-54.2209,6.9443,1.40388,16
-73.2669,-54.2171,6.92376,1.4001,16
-73.2618,-54.2162,6.91863,1.39915,17
-73.5807,-54.2787,7.2375,1.46164,17
-73.4857,-54.2612,7.14252,1.44416,16
-73.3853,-54.2389,7.0421,1.42186,16
-73.5042,-54.2607,7.16104,1.44362,17
-73.5807,-54.2787,7.2375,1.46164,17
-73.4541,-54.2554,7.11094,1.43834,16
-73.375,-54.237,7.03179,1.41997,16
-73.4007,-54.2417,7.05758,1.4247,15
-73.1906,-54.199,6.84741,1.38199,15
-73.256,-54.211,6.91282,1.39396,14
-72.9903,-54.1579,6.64717,1.34087,15
-73.1805,-54.1972,6.83736,1.38015,15
-73.1253,-54.1871,6.78218,1.37003,15
-73.0503,-54.1733,6.70716,1.35623,14
-72.9464,-54.1499,6.60325,1.33284,14
-73.1079,-54.1793,6.76471,1.3623,14
-73.1079,-54.1793,6.76471,1.3623,14
-73.0294,-54.1651,6.68628,1.34802,15
-73.3469,-54.2276,7.00371,1.41052,15
-73.2006,-54.2009,6.85746,1.38383,14
-72.8929,-54.1401,6.5497,1.32301,14
-72.9513,-54.1508,6.60813,1.33373,15
-73.1755,-54.1963,6.83234,1.37923,15
-73.0653,-54.176,6.72214,1.35899,15
-73.1504,-54.1917,6.80725,1.37463,16
-73.4214,-54.2455,7.07824,1.42848,18
-73.6646,-54.2977,7.32148,1.4807,20
-73.9359,-54.3542,7.5927,1.5372,22
-74.2941,-54.4262,7.95097,1.60916,23
-74.3112,-54.4319,7.96802,1.61487,24
-74.3662,-54.4445,8.02308,1.62744,26
-74.6179,-54.4956,8.27474,1.67858,27
-74.832,-54.5375,8.48888,1.72044,28
-74.8743,-54.5472,8.53111,1.73019,29
-74.9549,-54.564,8.61172,1.74698,30
-75.1717,-54.6061,8.82855,1.78907,45
-76.2372,-54.8239,9.89405,2.00686,46
-76.2097,-54.8198,9.86654,2.00279,47
-76.1242,-54.8049,9.78107,1.98781,50
-76.5139,-54.8811,10.1707,2.06404,51
-76.4879,-54.8773,10.1447,2.0603,51
-76.4363,-54.8677,10.0931,2.05063,52
-76.6852,-54.9154,10.3421,2.09839,51
-76.7987,-54.9354,10.4556,2.11834,53
-76.714,-54.922,10.3709,2.10498,57
